Bolivia;Santa Cruz de la Sierra;;;;;;;;;;;;;;;;;;Part-Time;5000 Bs;4500;;;3;2;Un sueldo;Mix de las anteriores;No;0;0;Business Analyst;0;0;0;2;Amazon Web Services| Arduino o similar| IBM Cloud / Watson;.NET| C++| C#| HTML| Java| Javascript;.NET Core| Node.js| jdk;Amazon Redshift| Apache HBase| MySQL;Test Complete;NetBeans| Visual Studio Code;Nov-50;;Otras industrias;5;4;Abono de celular| Capacitaciones y/o cursos;;;;;;;;;;;;;;;;;;;;;;;;;25;Mujer Cis
Bolivia;Cochabamba;;;;;;;;;;;;;;;;;;Tercerizado (trabajo a través de consultora o agencia);2450;1900;Mi sueldo está dolarizado (pero cobro en moneda local);350;2;2;No;No recibo bono;No;0;0;Technical Leader;16;1;1;3;Windows Server;.NET| Arduino| C| C++| C#;Laravel| Spark| Torch;Amazon DynamoDB| Amazon Redshift| Amazon RDS/Aurora| Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server;OpenQA| Silktest| Test Complete;IntelliJ| PHPStorm| Vim;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;6;5;Abono de celular| Abono de Internet| Capacitaciones y/o cursos;;;;;;;;;;;;;;;;;;;;;;;;;38;Varón Cis
Bolivia;Santa Cruz de la Sierra;;;;;;;;;;;;;;;;;;Remoto (empresa de otro país);34.8;31300;Cobro en dólares;6.96;3;3;No;No recibo bono;No;0;0;Developer;9;0;4;0;Ninguna de las anteriores;Swift;SwiftUI;Ninguna de las anteriores;Ninguna de las anteriores;IntelliJ| Visual Studio Code| Xcode;10001+;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;8;9;Capacitaciones y/o cursos;;;;;;;;;;;;;;;;;;;;;;;;;34;Varón Cis
Bolivia;Santa Cruz de la Sierra;;;;;;;;;;;;;;;;;;Full-Time;9200;8200;;6.97;3;2;No;No recibo bono;No;0;0;Developer;7;4;4;0;Ninguna de las anteriores;.NET| C#| SQL;Angular| jQuery| Node.js;Oracle;Ninguna de las anteriores;Visual Studio;Nov-50;;Producto basado en Software;6;6;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;32;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;3550;2870;Mi sueldo está dolarizado (pero cobro en moneda local);731;3;3;No;No recibo bono;No;0;0;Technical Leader;15;1;1;2;Google Cloud Platform/App Engine| SAP;Python| SQL;pyodbc pymysql;MySQL;no tenemos;PyCharm;201-500;;Servicios / Consultoría de Software / Digital;8;8;Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;44;Mujer Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;2600000;1850000;;;3;3;No;No recibo bono;No;0;1;Technical Leader;15;10;3;5;Docker| Google Cloud Platform/App Engine| Kubernetes| Linux;CSS| Go| HTML| PHP| Python| SQL;Ninguno de los anteriores;Amazon RDS/Aurora| ElasticSearch| Google Cloud Storage| MariaDB| Microsoft SQL Server| MongoDB| MySQL| Percona XtraBackup| Percona XtraDB Cluster| Percona Server| PostgreSQL| Redis| SQLite| Sybase;Postman| SoapUI;Vim| Visual Studio Code;Nov-50;;Producto basado en Software;10;10;Comidas pagas / subvencionadas| Horarios flexibles| Día administrativo;Universitario;Incompleto;Ingeniería en Informática;instituto privado;Sí| de forma particular;Sí;Sí;Sí| pasiva;180000;Bruto;En un trabajo anterior;;;2;3;4;Pareja| Hijos/as (tiempo completo);Sí;No;4;No;9;No la afectó;Pago de abono de Internet| Pago de abono de otros servicios;39;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;4000000;3500000;;;4;3;De uno a tres sueldos;Performance individual;No;0;0;VP / C-Level;15;6;6;14;Amazon Web Services| Docker| Linux;HTML| Javascript| PHP;Laravel| Vue.js;MySQL;Postman;Visual Studio Code;51-100;;Producto basado en Software;9;8;Ninguna de las anteriores;Universitario;Completado;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;Sí| de forma particular;Sí;Sí;No;0;Porcentaje de mi sueldo;Jamás;;;3;1;2;Pareja| Hijos/as (tiempo completo);Sí;No;4;No;9;No la afectó;Ninguna de las anteriores;37;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;1800000;1600000;;;3;3;Un sueldo;Performance individual;Uno;30;1;Developer;4;2;2;0;Amazon Web Services| Docker| Linux;CSS| HTML| Javascript| PHP| SQL| TypeScript;Angular| Bootstrap| jQuery| Laravel| Node.js| Vue.js;MariaDB| MySQL| PostgreSQL;Postman| Puppeteer;PHPStorm| Sublime Text| Visual Studio| Visual Studio Code;101-200;;Otras industrias;9;7;Capacitaciones y/o cursos| Horarios flexibles;Universitario;Completado;Licenciatura en Ciencias de la Computación;Universidad del zulia;Sí| de forma particular;No;No;No;0;Neto;En un trabajo anterior;;;2;0;4;Pareja| Suegros;Sí;No;4;No;8;No la afectó| Trabajo remoto| bajaron los ingresos pero se mantuvieron los sueldos| ya que los dueños bajaron sus ganancias;Ninguna de las anteriores;33;Varón Cis
Chile;;Maipo;;;;;;;;;;;;;;;;;Full-Time;1350000;1150000;;;3;2;No;No recibo bono;No;0;0;Consultant;9;5;5;0;Docker| Kubernetes| Linux| OpenShift| SAP| VMWare;Ninguno de los anteriores;Ninguno de los anteriores;MySQL| PostgreSQL;Ninguna de las anteriores;Vim;101-200;;Servicios / Consultoría de Software / Digital;7;9;Capacitaciones y/o cursos;Terciario;En curso;Analista de Sistemas;AIEP;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Porcentaje de mi sueldo;Jamás;;No;3;0;1;Pareja;Sí;No;4;No;7;No la afectó;Ninguna de las anteriores;31;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Tercerizado (trabajo a través de consultora o agencia);1700000;1450000;;;3;2;No;No recibo bono;No;0;3;QA / Tester;3;0;0;5;Ninguna de las anteriores;Java;Ninguno de los anteriores;Ninguna de las anteriores;Cucumber;Ninguno de los anteriores;501-1000;;Servicios / Consultoría de Software / Digital;1;0;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Comidas pagas / subvencionadas| Sueldo divido en dos pagos por mes;;;;;;;;;;;;;;;;;;;;;;;;;36;Mujer Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;2.173.689;1739793;;;3;3;No;No recibo bono;No;0;0;SysAdmin / DevOps / SRE;5;0;0;0;Amazon Web Services| Azure| Docker| Google Cloud Platform/App Engine| Linux;Bash/Shell| Go| PHP| Python| SQL;Ninguno de los anteriores;Amazon DynamoDB| Amazon RDS/Aurora| Google Cloud Storage| MariaDB| MongoDB| MySQL| PostgreSQL| Redis| SQLite;Cypress| Katalon| Mocha| Postman;Nano| Vi| Vim| Visual Studio Code;Nov-50;;Servicios / Consultoría de Software / Digital;8;0;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;27;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;2700000;2400000;;;3;3;No;No recibo bono;No;0;0;Developer;20;0;0;0;Ninguna de las anteriores;Swift;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Xcode;51-100;;Servicios / Consultoría de Software / Digital;8;10;Comidas pagas / subvencionadas;;;;;;;;;;;;;;;;;;;;;;;;;45;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;1260130;1016000;;;2;1;No;No recibo bono;No;0;0;Developer;4;0;3;0;Docker| Linux;HTML| Javascript| Ruby;Bootstrap| jQuery| Node.js| Rails| React.js;ElasticSearch| MongoDB| MySQL| PostgreSQL;Postman| Puppeteer;Visual Studio Code;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;8;10;Abono de Internet;;;;;;;;;;;;;;;;;;;;;;;;;31;Varón Cis
Chile;;Biobío;;;;;;;;;;;;;;;;;Full-Time;1238881;1098940;;;2;3;Un sueldo;Mix de las anteriores;No;20;4;SysAdmin / DevOps / SRE;2;2;2;0;Azure| Docker| Kubernetes| Linux;Python;Ninguno de los anteriores;MariaDB| MySQL;Selenium;Visual Studio Code;51-100;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;6;9;Abono de Internet| Capacitaciones y/o cursos| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;33;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;3900000;3000000;;;4;4;No;No recibo bono;Tres;1;6;SysAdmin / DevOps / SRE;10;1;3;0;Azure| Docker| Google Cloud Platform/App Engine| Kubernetes| Linux| Serverless| VMWare| Windows Server;Bash/Shell| Go| HTML| Java| Javascript| Perl| Python| SQL;Angular| Bootstrap| jQuery;MariaDB| MongoDB| MySQL| Oracle;SoapUI| Visual Studio Coded UI;Sublime Text| TextMate| Vi| Vim| Visual Studio Code;2001-5000;;Otras industrias;7;5;Capacitaciones y/o cursos| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;37;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;2100000;1860000;;;3;4;Un sueldo;Performance individual;Uno;2;3;Business Analyst;4;4;2;0;Ninguna de las anteriores;Java| SQL;Ninguno de los anteriores;Ninguna de las anteriores;Postman;Visual Studio Code;10001+;;Servicios / Consultoría de Software / Digital;8;8;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;35;Mujer Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;2792731;2216501;;;3;3;No;No recibo bono;No;0;0;Scrum Master;27;0;0;9;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;101-200;;Servicios / Consultoría de Software / Digital;8;0;Abono de Internet;Universitario;Completado;Ingeniería en Informática;UTFSM - Universidad Técnica Federico Santa María;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;;;;;;;;;;;;;52;Varón Cis
Chile;;Valparaíso;;;;;;;;;;;;;;;;;Part-Time;200000;200000;;;3;3;No;No recibo bono;No;0;0;SysAdmin / DevOps / SRE;0;0;0;0;Amazon Web Services| Azure| *BSD| Docker| Google Cloud Platform/App Engine| Kubernetes| Linux| Windows Server;Bash/Shell| CSS| HTML| Java| Javascript| SQL;Bootstrap| Laravel| WordPress;MySQL| PostgreSQL;Ninguna de las anteriores;Eclipse| Nano| Visual Studio Code;10-Jan;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;9;9;Capacitaciones y/o cursos| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;38;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;1222543;1000000;;;3;4;No;No recibo bono;No;0;0;Developer;1;0;0;0;Heroku| Linux;CSS| Javascript| Ruby| SQL;Bootstrap| Rails| Vue.js| WordPress| Saad| Stimulus;PostgreSQL;RSpec;Visual Studio Code;101-200;;Otras industrias;8;0;Capacitaciones y/o cursos| Horarios flexibles| Viáticos;Secundario;Completado;Bootcamp en programación web full stack;Bootcamp Egg Tech;Sí| de forma particular;Sí;Sí;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;2;2;2;Hijos/as (tiempo completo);No;No;4;Cambié de trabajo| pero no por la pandemia;5;Se vio beneficiada;Ninguna de las anteriores;32;Mujer Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;1587817;1288964;;;3;3;No;No recibo bono;No;0;0;Developer;0;0;0;0;Amazon Web Services| Serverless;Javascript;Node.js| Vue.js;Amazon DynamoDB| SQLite;Cypress| Jest;Visual Studio Code;10-Jan;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;9;7;Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;33;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;3600000;3000000;;;3;3;De uno a tres sueldos;Performance de la compañía;No;0;0;Architect;20;8;4;15;AIX| Amazon Web Services| Azure| Docker| Google Cloud Platform/App Engine| Kubernetes| Linux| Serverless;.NET| ActionScript| Bash/Shell| C#| HTML| Java| Javascript| Python| SQL;.NET Core| Angular| Bootstrap| Hadoop| Hibernate| jQuery| Node.js| Spark| Spring| Vue.js;Apache Hive| Cassandra| MariaDB| Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server| MongoDB| MySQL| Oracle| PostgreSQL| Redis;Cucumber| JUnit| Postman| Selenium;Eclipse| Sublime Text| Visual Studio| Visual Studio Code;51-100;;Servicios / Consultoría de Software / Digital;8;8;Capacitaciones y/o cursos| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;48;Prefiero no decir
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;2100000;1800000;;;4;4;No;No recibo bono;Uno;20;7;Developer;8;5;5;0;Amazon Web Services| Heroku| Linux;Bash/Shell| CSS| HTML| Javascript| Ruby| SQL;jQuery| Node.js| Rails| React.js;MySQL| Redis;RSpec;Sublime Text;10-Jan;;Producto basado en Software;8;7;Horarios flexibles| Licencia de paternidad / maternidad extendida;;;;;;;;;;;;;;;;;;;;;;;;;33;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;6000000;4900000;;;3;4;De uno a tres sueldos;Mix de las anteriores;No;10;7;Architect;22;7;3;0;Docker| Firebase| Google Cloud Platform/App Engine| Kubernetes| Linux| SAP;Java| Javascript;Node.js| React.js| SAP| Spring| Next.js;ElasticSearch| Google Cloud Storage| MySQL| PostgreSQL| Redis| BigTable| ;Cucumber| Cypress| Jest| JUnit| Mocha| Postman| Selenium| SoapUI;Atom| Eclipse| IntelliJ| Visual Studio Code;10001+;;Servicios / Consultoría de Software / Digital;10;10;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Estacionamiento gratuito / subvencionado| Horarios flexibles| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias)| Viáticos;Universitario;Incompleto;Licenciatura en Sistemas de Información;ORT;Sí| de forma particular;Sí;Sí;No;0;Porcentaje de mi sueldo;Jamás;Espectro autista;No;2;1;2;Pareja| Hijos/as (tiempo completo);Sí;No;4;No;8;Se vio beneficiada;Clases de gimnasia| Clases de meditación| Clases de yoga| Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet| Pago de abono de otros servicios| Apoyo psicológico y legal;40;Varón Cis
Chile;;Cachapoal;;;;;;;;;;;;;;;;;Full-Time;3400000;2800000;;;2;2;Un sueldo;Performance de la compañía;No;0;4;SysAdmin / DevOps / SRE;5;1.5;1.5;0;Azure| Docker| Kubernetes| Linux| Azure devops;Bash/Shell| Python| Terraform;Ninguno de los anteriores;Ninguna de las anteriores;Postman;Visual Studio Code;2001-5000;;Otras industrias;8;10;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Horarios flexibles| Sueldo divido en dos pagos por mes| Vacaciones flexibles (adicionales a las reglamentarias)| 1 sueldo si te casas estando en la achs;Universitario;Completado;Ingenieria ejecucion electronica;UTFSM - universidad tecnica federico santa maria;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;Sí| pasiva;0;Porcentaje de mi sueldo;En mi trabajo actual;;;3;0;1;Pareja;Sí;No;3;No;10;Bajaron sueldos por unos meses| pero luego lo devolvieron;Pago de abono de otros servicios;33;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;3585000;3150000;;;4;3;No;No recibo bono;Uno;2;1;Developer;12;0;0;0;Azure| Docker| Firebase| Google Cloud Platform/App Engine| Kubernetes| Linux;.NET| C#| CSS| HTML| Javascript| PHP| Ruby| SQL;Bootstrap| Node.js| Rails| React.js;ElasticSearch| Google Cloud Storage| PostgreSQL| Redis;Cypress| Postman| Selenium;Visual Studio| Visual Studio Code;10001+;;Otras industrias;9;10;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Cuota para universidad / posgrados| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Incompleto;Ingeniería en Informática;;No;No;Sí;;;;;;;;;;;;;;;;;;35;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;604000;670000;Mi sueldo está dolarizado (pero cobro en moneda local);750 clp;3;4;No;Performance de la compañía;No;0;0;Technical Leader;9;1;0;0;Google Cloud Platform/App Engine| SAP| Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;1001-2000;;Otras industrias;8;6;Abono de celular| Abono de Internet;;;;;;;;;;;;;;;;;;;;;;;;;38;Prefiero no decir
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;3249300;2648538;;;4;3;No;No recibo bono;No;0;0;Developer;6;1;1;0;Firebase| Google Cloud Platform/App Engine;CSS| HTML| Javascript| SQL| TypeScript;Node.js| React.js;PostgreSQL;Jest| Postman;WebStorm;1001-2000;;Producto basado en Software;10;0;Capacitaciones y/o cursos| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;30;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;770000 CLP;690000;;;2;2;No;No recibo bono;Uno;9;7;Consultant;7;0;0;1;SAP| Windows Server;R| SQL;SAP;MySQL| Oracle| PostgreSQL;No uso en la actualidad;Eclipse| Emacs;501-1000;;Otras industrias;8;8;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online;;;;;;;;;;;;;;;;;;;;;;;;;37;Varón Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;2720000;2100000;;;2;2;De uno a tres sueldos;Performance grupal;No;0;0;Alliances Manager (Indirect Sales);7;7;0;0;Ninguna de las anteriores| Oracle;Ninguno de los anteriores;Ninguno de los anteriores;Oracle;Ninguna de las anteriores;Ninguno de los anteriores;10001+;;Producto basado en Software;6;10;Abono de Internet| Capacitaciones y/o cursos| Horarios flexibles| Stock options / RSUs;;;;;;;;;;;;;;;;;;;;;;;;;28;Mujer Cis
Chile;;Santiago;;;;;;;;;;;;;;;;;Full-Time;1850000;1500000;Mi sueldo está dolarizado (pero cobro en moneda local);750;4;4;Menos de un sueldo;Performance de la compañía;No;0;0;Developer;5;1;1;0;Amazon Web Services| Serverless;Bash/Shell| CSS| HTML| Javascript| PHP| Python;jQuery| Laravel;ElasticSearch| MariaDB| MySQL;Ninguna de las anteriores;Visual Studio| Visual Studio Code;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;8;10;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Lactario en la oficina| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Ingeniería en Informática;Universidad de La Frontera - Chile;Sí| de forma particular;Sí;Sí;No;0;Bruto;Jamás;;No;;;;;;;;;;;;29;Varón Cis
